city-00;-97.10;99.82;2.45
city-01;-99.62;99.92;10.49
city-02;-92.55;97.96;0.10
city-03;-97.38;98.85;3.00
city-04;-99.18;99.07;-5.78
city-05;-99.11;93.93;-10.17
city-06;-97.88;99.35;-4.03
city-07;-99.90;99.05;4.77
city-08;-98.41;98.64;-1.80
city-09;-97.54;99.59;-0.06
city-10;-97.53;98.89;6.86
city-11;-96.78;99.72;6.58
city-12;-98.14;98.58;-8.23
city-13;-99.78;99.13;2.73
city-14;-97.18;98.40;0.98
city-15;-99.98;98.49;-5.30
city-16;-95.79;95.52;-7.82
city-17;-98.09;95.11;-6.61
city-18;-97.01;95.40;5.12
city-19;-98.26;95.59;-2.16
city-20;-99.15;99.72;2.04
city-21;-98.50;93.48;-2.56
city-22;-98.65;92.47;-12.16
city-23;-99.79;93.80;-8.90
city-24;-98.70;97.45;5.12
city-25;-96.10;98.23;6.14
city-26;-98.49;99.93;-2.54
city-27;-99.97;94.71;3.86
city-28;-98.47;98.21;6.44
city-29;-99.75;98.48;-4.66
city-30;-98.50;97.61;4.91
city-31;-99.87;95.82;4.30
city-32;-99.51;99.86;-6.05
city-33;-98.59;99.97;0.75
city-34;-99.38;99.59;0.09
city-35;-98.83;98.24;10.78
city-36;-99.54;97.81;-7.05
city-37;-96.80;99.46;13.35
city-38;-97.78;98.07;0.02
city-39;-98.37;98.88;3.57
city-40;-97.80;97.08;1.43
city-41;-95.05;97.90;-7.57
city-42;-98.35;94.55;-10.02
city-43;-98.34;88.99;-5.92
city-44;-99.36;98.21;6.16
city-45;-98.96;97.30;-3.52
city-46;-98.25;98.40;1.49
city-47;-98.77;96.93;-3.53
city-48;-99.71;96.33;-1.03
city-49;-98.49;94.37;-4.68
city-50;-99.26;98.41;2.88
city-51;-98.55;96.48;9.64
city-52;-89.44;95.82;-3.65
city-53;-99.68;96.10;-2.67
city-54;-98.25;98.69;2.73
city-55;-98.84;97.85;-11.29
city-56;-99.16;96.61;4.41
city-57;-98.89;98.76;10.00
city-58;-99.25;99.02;-6.43
city-59;-98.82;97.97;-2.87
city-60;-98.12;96.97;2.43
city-61;-97.53;98.78;0.09
city-62;-99.77;96.09;-6.45
city-63;-90.29;99.86;-1.88
city-64;-98.82;99.77;3.05
city-65;-98.86;99.71;-1.01
city-66;-97.37;96.67;1.10
city-67;-98.66;95.76;-1.11
city-68;-98.25;99.15;0.20
city-69;-84.58;98.60;12.94
city-70;-96.92;99.46;-4.79
city-71;-97.77;96.48;-3.00
city-72;-97.72;99.67;-0.65
city-73;-99.10;97.75;2.35
city-74;-94.92;99.52;2.69
city-75;-99.76;94.01;-2.60
city-76;-96.21;96.92;-2.10
city-77;-95.51;96.61;-11.93
city-78;-97.97;99.00;1.59
city-79;-99.33;99.98;-9.74
city-80;-98.64;99.12;5.93
city-81;-97.49;99.79;-2.37
city-82;-95.27;96.33;7.59
city-83;-96.58;96.93;-6.14
city-84;-98.10;96.82;-2.09
city-85;-99.64;99.56;1.41
city-86;-99.69;95.80;1.84
city-87;-95.77;98.89;-6.33
city-88;-99.86;99.97;-1.37
city-89;-95.89;99.56;10.44
city-90;-99.47;99.28;1.10
city-91;-98.97;98.81;0.11
city-92;-98.64;99.78;-2.58
city-93;-96.00;96.73;2.91
city-94;-97.82;95.72;0.47
city-95;-95.45;92.10;-2.55
city-96;-95.39;96.79;-12.11
city-97;-99.87;99.49;1.78
city-98;-98.59;98.49;2.73
city-99;-99.85;99.58;0.50
